gene	chrom	start	end	strand
MIR8084	8	94041978	94042067	+
MIR8085	19	45261913	45261978	+
MIR8086	10	28578186	28578279	-
MIR8087	11	27536516	27536594	-
MIR8088	X	52079698	52079784	-
MIR8089	5	180470402	180470484	-
MIR8485	2	50923309	50923400	-
MIR873	9	28888876	28888953	-
MIR874	5	136983260	136983338	-
MIR875	8	100549013	100549089	-
MIR876	9	28863623	28863704	-
MIR877	6	30552108	30552194	+
MIR885	3	10436172	10436246	-
MIR887	5	15935290	15935369	+
MIR888	X	145076301	145076378	-
MIR889	14	101514237	101514316	+
MIR890	X	145075792	145075869	-
MIR891A	X	145109311	145109390	-
MIR891B	X	145082570	145082649	-
MIR892A	X	145078186	145078261	-
MIR892B	X	145078715	145078792	-
MIR892C	X	145074267	145074344	-
MIR9-1	1	156390132	156390221	-
MIR9-1HG	1	156374043	156399340	-
MIR9-2	5	87962670	87962757	-
MIR9-3	15	89911247	89911337	+
MIR9-3HG	15	89904809	89941718	+
MIR920	12	24365354	24365429	+
MIR921	1	166123979	166124035	-
MIR922	3	197401366	197401447	-
MIR924	18	37202086	37202139	-
MIR924HG	18	36786887	37331959	-
MIR92A1	13	92003567	92003645	+
MIR92A2	X	133303567	133303642	-
MIR92B	1	155164967	155165063	+
MIR93	7	99691390	99691470	-
MIR933	2	176032360	176032437	-
MIR934	X	135633036	135633119	+
MIR935	19	54485560	54485651	+
MIR936	10	105807846	105807944	-
MIR937	8	144895126	144895212	-
MIR938	10	29891192	29891275	-
MIR939	8	145619363	145619445	-
MIR940	16	2321747	2321841	+
MIR941-1	20	62550801	62551124	+
MIR941-2	20	62550913	62551292	+
MIR941-3	20	62550913	62551292	+
MIR941-4	20	62550913	62551292	+
MIR941-5	20	62550913	62551292	+
MIR942	1	117637264	117637350	+
MIR943	4	1988110	1988204	-
MIR944	3	189547710	189547798	+
MIR95	4	8007027	8007108	-
MIR9500	2	219687812	219687877	+
MIR96	7	129414531	129414609	-
MIR9718	14	61115365	61115429	+
MIR98	X	53583183	53583302	-
MIR9851	10	118586998	118587079	-
MIR9898	12	53292672	53292768	-
MIR9899	2	150186791	150186887	-
MIR9900	3	112455935	112456028	+
MIR9901	16	33966044	33966140	+
MIR9902-1	12	123180453	123193971	-
MIR9902-2	12	123180453	123193971	-
MIR9903	8	99405872	99405966	-
MIR9983	6	39042089	39042157	+
MIR9985	Y	4474160	4474269	+
MIR9986	2	133191283	133191393	+
MIR99A	21	17911408	17911489	+
MIR99AHG	21	17442807	18004046	+
MIR99B	19	52195864	52195934	+
MIRLET7A1	9	96938238	96938318	+
MIRLET7A2	11	122017229	122017301	-
MIRLET7A3	22	46508628	46508702	+
MIRLET7B	22	46509565	46509648	+
MIRLET7BHG	22	46481876	46509808	+
MIRLET7C	21	17912147	17912231	+
MIRLET7D	9	96941115	96941202	+
MIRLET7E	19	52196038	52196117	+
MIRLET7F1	9	96938628	96938715	+
MIRLET7F2	X	53584152	53584235	-
MIRLET7G	3	52302293	52302377	-
MIRLET7I	12	62997465	62997549	+
MIS12	17	5389693	5394130	+
MIS18A	21	33640539	33651360	-
MIS18BP1	14	45672392	45722405	-
MISP	19	751111	764318	+
MISP3	19	14183597	14185874	+
MITD1	2	99785725	99797524	-
MITF	3	69788614	70017483	+
MIXL1	1	226411364	226414761	+
MKI67	10	129894924	129924687	-
MKKS	20	10381656	10414870	-
MKLN1	7	130794852	131181391	+
MKLN1-AS	7	130994502	131012538	-
MKNK1	1	47023078	47069940	-
MKNK1-AS1	1	47004367	47035927	+
MKNK2	19	2037469	2051243	-
MKRN1	7	140152832	140179369	-
MKRN2	3	12598512	12625210	+
MKRN2OS	3	12581277	12602498	-
MKRN3	15	23810820	23813191	+
MKRN7P	20	45092298	45093931	-
MKRN9P	12	88176662	88178488	-
MKS1	17	56282796	56296966	-
MKX	10	27961802	28034748	-
MKX-AS1	10	28033543	28056728	+
MLANA	9	5890888	5910606	+
MLC1	22	50497819	50524304	-
MLEC	12	121124951	121139667	+
MLF1	3	158288982	158324245	+
MLF2	12	6857157	6862307	-
MLH1	3	37034840	37092337	+
MLH3	14	75480477	75518170	-
MLIP	6	53883713	54131078	+
MLIP-AS1	6	53911616	53912392	-
MLIP-IT1	6	53863687	53871950	+
MLKL	16	74705752	74734760	-
MLLT1	19	6210391	6279986	-
MLLT10	10	21822277	22032559	+
MLLT10P1	20	29637583	29638138	-
MLLT11	1	151032872	151042020	+
MLLT3	9	20341666	20622498	-
MLLT6	17	36861525	36886033	+
MLN	6	33762449	33771780	-
MLNR	13	49794473	49796513	+
MLPH	2	238395052	238463965	+
MLST8	16	2255454	2259454	+
MLX	17	40719077	40725221	+
MLXIP	12	122516661	122631889	+
MLXIPL	7	73007531	73038852	-
MLYCD	16	83932719	83960636	+
MMAA	4	146540536	146581185	+
MMAB	12	109991519	110011309	-
MMACHC	1	45965971	45979054	+
MMADHC	2	150426150	150444289	-
MMADHC-DT	2	150443871	150704748	+
MMD	17	53469982	53499196	-
MMD2	7	4931875	4998818	-
MME	3	154741912	154901518	+
MMEL1	1	2522078	2564455	-
MMGT1	X	135042746	135056147	-
MMP1	11	102660649	102668891	-
MMP10	11	102641232	102651359	-
MMP11	22	24115035	24126503	+
MMP12	11	102733473	102745712	-
MMP13	11	102813723	102826461	-
MMP14	14	23305793	23316967	+
MMP15	16	58059657	58080804	+
MMP16	8	89044241	89339712	-
MMP17	12	132312937	132336316	+
MMP19	12	56229219	56236720	-
MMP2	16	55512741	55540603	+
MMP2-AS1	16	55460708	55496209	-
MMP20	11	102447564	102496063	-
MMP21	10	127455025	127464390	-
MMP23A	1	1568158	1633247	+
MMP23B	1	1567551	1570030	+
MMP24	20	33814492	33864801	+
MMP24-AS1-EDEM2	20	33703166	33865925	-
MMP24OS	20	33864156	33865925	-
MMP25	16	3096561	3110724	+
MMP25-AS1	16	3102125	3109371	-
MMP26	11	4726013	5013659	+
MMP27	11	102562217	102576500	-
MMP28	17	34083267	34122645	-
MMP3	11	102706531	102714340	-
MMP7	11	102391238	102401478	-
MMP8	11	102582526	102595685	-
MMP9	20	44637546	44645200	+
MMRN1	4	90800661	90875761	+
MMRN2	10	88695297	88717372	-
MMS19	10	99218080	99258551	-
MMS22L	6	97590036	97731092	-
MMUT	6	49398072	49430966	-
MN1	22	28144264	28197744	-
MNAT1	14	61201478	61436682	+
MND1	4	154265800	154336270	+
MNDA	1	158801140	158819292	+
MNS1	15	56720922	56757335	-
MNT	17	2287366	2304354	-
MNX1	7	156797546	156803357	-
MNX1-AS1	7	156803550	156809118	+
MNX1-AS2	7	156799000	156799812	+
MOAP1	14	93648545	93651242	-
MOB1A	2	74379654	74406006	-
MOB1B	4	71768085	71853885	+
MOB2	11	1490677	1508009	-
MOB3A	19	2071034	2096325	-
MOB3B	9	27325206	27529812	-
MOB3C	1	47073386	47082563	-
MOB4	2	198380277	198418423	+
MOBP	3	39509170	39570988	+
MOCOS	18	33767459	33852120	+
MOCS1	6	39871945	39902201	-
MOCS2	5	52391508	52405587	-
MOCS3	20	49575354	49580466	+
MOG	6	29624868	29640142	+
MOGAT1	2	223536376	223574649	+
MOGAT2	11	75428882	75443997	+
MOGAT3	7	100838288	100844317	-
MOGS	2	74688183	74692509	-
MOK	14	102690777	102771501	-
MON1A	3	49946301	49967445	-
MON1B	16	77225086	77236295	+
MON2	12	62860605	62994256	+
MORC1	3	108677094	108836981	-
MORC1-AS1	3	108820302	108829187	+
MORC2	22	31321116	31364760	-
MORC2-AS1	22	31318294	31322640	+
MORC3	21	37692486	37748944	+
MORC4	X	106183967	106243442	-
MORF4L1	15	79165122	79190481	+
MORF4L2	X	102930425	102943086	-
MORF4L2-AS1	X	102942211	102947484	+
MORN1	1	2252691	2322993	-
MORN2	2	39103102	39109850	+
MORN3	12	122086647	122110550	-
MORN4	10	99374309	99393913	-
MORN5	9	124922186	124962367	+
MOS	8	57025500	57026541	-
MOSMO	16	22019431	22095972	+
MOSPD1	X	134021661	134049287	-
MOSPD2	X	14891542	14940444	+
MOSPD3	7	100209784	100213000	+
MOV10	1	113216933	113243368	+
MOV10L1	22	50528434	50600116	+
MOXD1	6	132617193	132722614	-
MOXD2P	7	141940555	141946886	-
MPC1	6	166778407	166796428	-
MPC1L	X	40482817	40483391	+
MPC2	1	167885912	167906310	-
MPDU1	17	7486964	7491527	+
MPDZ	9	13105705	13279691	-
MPEG1	11	58975982	58980400	-
MPG	16	127017	135850	+
MPHOSPH10	2	71357763	71377231	+
MPHOSPH6	16	82181766	82203829	-
MPHOSPH8	13	20207798	20247581	+
MPHOSPH9	12	123638775	123717688	-
MPI	15	75182382	75194560	+
MPIG6B	6	31691120	31694491	+
MPL	1	43803488	43820136	+
MPLKIP	7	40165625	40174221	-
MPND	19	4343523	4360083	+
MPO	17	56347215	56358296	-
MPP1	X	154006958	154033802	-
MPP2	17	41952726	41987079	-
MPP3	17	41878166	41910562	-
MPP4	2	202509596	202563367	-
MPP5	14	67708151	67802778	+
MPP6	7	24613070	24733812	+
MPP7	10	28339922	28591993	-
MPPE1	18	11882620	11908316	-
MPPED1	22	43808019	43903728	+
MPPED2	11	30405625	30607900	-
MPRIP	17	16945770	17095957	+
MPST	22	37415782	37425855	+
MPV17	2	27532359	27545964	-
MPV17L	16	15489610	15507128	+
MPV17L2	19	18304027	18307758	+
MPZ	1	161274524	161279758	-
MPZL1	1	167691218	167761156	+
MPZL2	11	118124130	118135251	-
MPZL3	11	118097404	118123080	-
MR1	1	181002522	181031074	+
MRAP	21	33664123	33687094	+
MRAP2	6	84743490	84800605	+
MRAS	3	138066489	138124377	+
MRC1	10	17851346	18200093	+
MRC2	17	60705030	60770958	+
MRE11	11	94148735	94227010	-
MREG	2	216807306	216898819	-
MRFAP1	4	6641817	6644470	+
MRFAP1L1	4	6709428	6711592	-
MRGBP	20	61427824	61433081	+
MRGPRD	11	68747489	68748455	-
MRGPRE	11	3246259	3253647	-
MRGPRF	11	68771861	68780850	-
MRGPRF-AS1	11	68779821	68785916	+
MRGPRG	11	3239173	3240043	-
MRGPRG-AS1	11	3239561	3244361	+
MRGPRX1	11	18955359	18956549	-
MRGPRX2	11	19076002	19082264	-
MRGPRX3	11	18142501	18160033	+
MRGPRX4	11	18194383	18195827	+
MRI1	19	13875335	13885096	+
MRLN	10	61496449	61513213	-
MRM1	17	34958011	34965400	+
MRM2	7	2273829	2281840	-
MRM3	17	685592	695749	+
MRNIP	5	179264275	179285817	-
MRO	18	48321499	48351750	-
MROCKI	6	114189178	114194512	-
MROH1	8	145202918	145316843	+
MROH2A	2	234684369	234742064	+
MROH2B	5	40998121	41071444	-
MROH3P	1	200898071	200935796	+
MROH5	8	142443926	142517330	-
MROH6	8	144648362	144654942	-
MROH7	1	55107412	55175940	+
MROH7-TTC4	1	55107412	55208328	+
MROH8	20	35729571	35807951	-
MROH9	1	170904611	171033906	+
MRPL1	4	78783983	78873939	+
MRPL10	17	45900637	45908907	-
MRPL11	11	66202545	66206319	-
MRPL12	17	79670396	79674547	+
MRPL13	8	121407675	121457390	-
MRPL14	6	44081189	44095228	-
MRPL15	8	55047800	55061074	+
MRPL16	11	59573612	59578251	-
MRPL17	11	6701615	6704571	-
MRPL18	6	160210843	160219461	+
MRPL19	2	75873908	75889332	+
MRPL2	6	43021766	43027172	-
MRPL20	1	1337288	1342673	-
MRPL20-AS1	1	1334909	1337426	+
MRPL21	11	68658745	68671300	-
MRPL22	5	154320632	154348971	+
MRPL23	11	1968561	1977829	+
MRPL23-AS1	11	2004438	2011150	-
MRPL24	1	156707094	156710880	-
MRPL27	17	48445227	48450545	-
MRPL28	16	416968	420538	-
MRPL3	3	131181055	131221815	-
MRPL30	2	99797646	99816024	+
MRPL32	7	42971974	42977453	+
MRPL33	2	27994583	28002608	+
MRPL34	19	17413673	17417652	+
MRPL35	2	86426555	86440917	+
MRPL36	5	1798498	1799951	-
MRPL37	1	54665839	54691162	+
MRPL38	17	73894724	73900965	-
MRPL39	21	26957967	26979793	-
MRPL4	19	10362639	10370730	+
MRPL40	22	19419424	19423601	+
MRPL41	9	140446330	140447007	+
MRPL42	12	93861289	93909990	+
MRPL42P5	15	40824082	40824749	-
MRPL43	10	102737576	102747272	-
MRPL44	2	224822179	224832431	+
MRPL45	17	36452988	36479101	+
MRPL45P2	17	45527592	45569986	-
MRPL46	15	89002708	89010619	-
MRPL47	3	179306073	179322434	-
MRPL48	11	73498918	73576178	+
MRPL49	11	64889654	64894843	+
MRPL50	9	104149914	104160900	-
MRPL51	12	6601051	6602428	-
MRPL52	14	23299095	23304246	+
MRPL53	2	74699108	74699807	-
MRPL54	19	3762679	3767563	+
MRPL55	1	228294379	228297013	-
MRPL57	13	21750796	21753220	+
MRPL58	17	73008764	73017356	+
MRPL9	1	151732122	151735972	-
MRPS10	6	42174544	42185599	-
MRPS11	15	89010938	89024006	+
MRPS12	19	39421583	39423808	+
MRPS14	1	174982093	174992591	-
MRPS15	1	36921318	36929985	-
MRPS16	10	75008606	75012402	-
MRPS17	7	56019569	56024193	+
MRPS18A	6	43638933	43655549	-
MRPS18B	6	30585616	30594169	+
MRPS18C	4	84377084	84383448	+
MRPS2	9	138391810	138396519	+
MRPS21	1	150266261	150281414	+
MRPS22	3	139062835	139075979	+
MRPS23	17	55912141	55927405	-
MRPS24	7	43906156	43909116	-
MRPS25	3	15083757	15106822	-
MRPS26	20	3026697	3028896	+
MRPS27	5	71515229	71616067	-
MRPS28	8	80830951	80942494	-
MRPS30	5	44809048	44815616	+
MRPS30-DT	5	44744429	44808895	-
MRPS31	13	41303263	41345326	-
MRPS31P5	13	52741844	52768602	-
MRPS33	7	140702409	140714752	-
MRPS34	16	1821895	1823135	-
MRPS35	12	27863705	27909237	+
MRPS36	5	68513586	68525985	+
MRPS5	2	95751115	95787553	-
MRPS6	21	35445877	35515330	+
MRPS7	17	73257959	73262457	+
MRPS9	2	105654526	105716418	+
MRPS9-AS1	2	105713509	105719402	-
MRPS9-AS2	2	105552698	105654954	-
MRRF	9	125026881	125093614	+
MRS2	6	24403135	24426422	+
MRS2P2	12	72242073	72244763	-
MRTFA	22	40806292	41032723	-
MRTFA-AS1	22	40917803	40922711	+
MRTFB	16	14164918	14360636	+
MRTO4	1	19578298	19586622	+
MS4A1	11	60223281	60238225	+
MS4A10	11	60552805	60568778	+
MS4A12	11	60260250	60274901	+
MS4A13	11	60282864	60310191	+
MS4A14	11	60163486	60185228	+
MS4A15	11	60524339	60544206	+
MS4A18	11	60491481	60511686	+
MS4A2	11	59856136	59865940	+
MS4A3	11	59824100	59838588	+
MS4A4A	11	60048138	60076443	+
MS4A4E	11	59968725	60010610	-
MS4A5	11	60197044	60215265	+
MS4A6A	11	59939079	59952139	-
MS4A6E	11	60094727	60108814	+
MS4A7	11	60145957	60163426	+
MS4A8	11	60467084	60483280	+
MSANTD1	4	3246095	3258340	+
MSANTD2	11	124636393	124670302	-
MSANTD3	9	103189424	103214020	+
MSANTD3-TMEFF1	9	103204187	103339918	+
MSANTD4	11	105878625	105893014	-
MSC	8	72753794	72756647	-
MSC-AS1	8	72755357	72968547	+
MSGN1	2	17997726	17999065	+
MSH2	2	47630205	47710367	+
MSH2-OT1	2	47754675	47756303	+
MSH3	5	79950470	80172634	+
MSH4	1	76262566	76378926	+
MSH5	6	31707724	31730455	+
MSH5-SAPCD1	6	31707724	31732624	+
MSH6	2	48010220	48034092	+
MSI1	12	120779132	120806967	-
MSI2	17	55333211	55762050	+
MSL1	17	38278223	38293170	+
MSL2	3	135867758	135915177	-
MSL3	X	11776277	11793891	+
MSL3P1	2	234774086	234777055	-
MSLN	16	810733	818865	+
MSMB	10	51549552	51562517	+
MSMO1	4	166248817	166264314	+
MSMP	9	35752987	35754273	-
MSN	X	64887520	64961793	+
MSR1	8	15965386	16050300	-
MSRA	8	9911801	10286401	+
MSRB1	16	1988229	1993200	-
MSRB2	10	23384507	23410942	+
MSRB3	12	65672462	65860687	+
MSS51	10	75183336	75193319	-
MST1	3	49721379	49726196	-
MST1L	1	17081128	17090975	-
MST1P2	1	16972068	16976915	+
MST1R	3	49924435	49941306	-
MSTN	2	190920425	190927455	-
MSTO1	1	155579960	155584758	+
MSTO2P	1	155579978	155720479	+
MSX1	4	4861391	4865660	+
MSX2	5	174151584	174157899	+
MSX2P1	17	56234319	56236480	+
MT1A	16	56672577	56673999	+
MT1B	16	56685797	56687116	+
MT1DP	16	56677598	56678853	+
MT1E	16	56659692	56661024	+
MT1F	16	56691854	56693215	+
MT1G	16	56700641	56701977	-
MT1H	16	56703725	56705041	+
MT1HL1	1	237167402	237167741	-
MT1IP	16	56710027	56711789	+
MT1JP	16	56669650	56670998	+
MT1L	16	56651372	56652730	+
MT1M	16	56666570	56667893	+
MT1X	16	56716381	56718108	+
MT2A	16	56642495	56643409	+
MT3	16	56623439	56624997	+
MT4	16	56598984	56602869	+
MTA1	14	105886163	105937066	+
MTA2	11	62360685	62369337	-
MTA3	2	42721708	42984087	+
MTAP	9	21802634	21867080	+
MTARC1	1	220960254	220993001	+
MTARC2	1	220921663	220958157	+
MTBP	8	121457658	121535876	+
MTCH1	6	36935910	36954327	-
MTCH2	11	47638857	47664206	-
MTCL1	18	8705553	8832776	+
MTCP1	X	154292308	154299411	-
MTDH	8	98656411	98742488	+
MTERF1	7	91500256	91510016	-
MTERF2	12	107371054	107380944	-
MTERF3	8	97251625	97273841	-
MTERF4	2	242011582	242041747	-
MTF1	1	38275245	38325264	-
MTF2	1	93544791	93604638	+
MTFMT	15	65293849	65321977	-
MTFP1	22	30821755	30825041	+
MTFR1	8	66556887	66622798	+
MTFR1L	1	26146396	26159433	+
MTFR2	6	136552171	136571449	-
MTG1	10	135207660	135236024	+
MTG2	20	60758083	60778624	+
MTHFD1	14	64855070	64926743	+
MTHFD1L	6	151186814	151423023	+
MTHFD2	2	74425689	74444692	+
MTHFD2L	4	74988989	75168814	+
MTHFD2P1	3	95373266	95402037	-
MTHFR	1	11845780	11866021	-
MTHFS	15	80135888	80189627	-
MTHFSD	16	86563791	86588841	-
MTIF2	2	55463730	55496384	-
MTIF3	13	28009775	28024739	-
MTLN	2	110969105	110970124	-
MTM1	X	149737070	149841616	+
MTMR1	X	149861434	149933581	+
MTMR10	15	31231143	31283831	-
MTMR11	1	149900542	149908772	-
MTMR12	5	32227112	32313045	-
MTMR14	3	9691188	9744077	+
MTMR2	11	95566043	95657271	-
MTMR3	22	30279157	30426857	+
MTMR4	17	56566897	56595241	-
MTMR6	13	25820359	25861626	-
MTMR7	8	17154302	17270860	-
MTMR8	X	63487960	63615332	-
MTMR9	8	11142324	11185654	+
MTMR9LP	1	32697260	32707311	-
MTNR1A	4	187454808	187476721	-
MTNR1B	11	92702816	92715948	+
MTO1	6	74171459	74218959	+
MTOR	1	11166591	11322608	-
MTOR-AS1	1	11203954	11209595	+
MTPAP	10	30598729	30638207	-
MTPN	7	135611507	135662107	-
MTR	1	236958580	237067281	+
MTRES1	6	107349402	107372790	+
MTREX	5	54603816	54721407	+
MTRF1	13	41790504	41886174	-
MTRF1L	6	153308496	153323950	-
MTRNR2L1	17	22022436	22023991	+
MTRNR2L10	X	55207824	55208875	-
MTRNR2L2	5	79945818	79946827	-
MTRNR2L3	20	55933502	55934554	-
MTRNR2L4	16	3420978	3422668	-
MTRNR2L5	10	57358801	57360487	+
MTRNR2L6	7	142374130	142375525	+
MTRNR2L7	10	37890365	37891859	-
MTRNR2L8	11	10529440	10530733	-
MTRNR2L9	6	62284034	62284535	+
MTRR	5	7869260	7901226	+
MTSS1	8	125563010	125740748	-
MTSS2	16	70695106	70719956	-
MTTP	4	100485234	100545154	+
MTURN	7	30174601	30202378	+
MTUS1	8	17501302	17659088	-
MTUS2	13	29394099	30080084	+
MTUS2-AS1	13	30050651	30061887	-
MTVR2	17	54961462	54962274	-
MTX1	1	155178489	155183630	+
MTX2	2	177134169	177202753	+
MTX3	5	79272538	79287085	-
MUC1	1	155158299	155162706	-
MUC12	7	100612903	100662230	+
MUC12-AS1	7	100657600	100660889	-
MUC13	3	124624288	124653595	-
MUC15	11	26580578	26593810	-
MUC16	19	8959519	9092018	-
MUC17	7	100663361	100702140	+
MUC19	12	40787195	40964557	+
MUC2	11	1074874	1104416	+
MUC20	3	195447752	195460424	+
MUC21	6	30951484	30957679	+
MUC22	6	30973728	31003179	+
MUC3A	7	100547165	100611620	+
MUC4	3	195473637	195538844	-
MUC5AC	11	1151579	1222364	+
MUC5B	11	1244295	1283402	+
MUC5B-AS1	11	1263490	1270906	-
MUC6	11	1012822	1036718	-
MUC7	4	71296208	71348714	+
MUCL1	12	55248299	55252171	+
MUCL3	6	30908749	30921998	+
MUL1	1	20825940	20834644	-
MUS81	11	65627903	65635123	+
MUSK	9	113431070	113568838	+
MUSTN1	3	52867136	52869035	-
MUTYH	1	45794913	45806142	-
MVB12A	19	17516549	17536141	+
MVB12B	9	129089107	129269319	+
MVD	16	88718347	88729499	-
MVK	12	110011598	110035930	+
MVP	16	29831714	29859360	+
MX1	21	42792484	42831141	+
MX2	21	42733953	42781319	+
MXD1	2	70142172	70170076	+
MXD3	5	176732499	176738899	-
MXD4	4	2249158	2263836	-
MXI1	10	111967362	112047123	+
MXRA5	X	3226605	3264693	-
MXRA7	17	74668632	74707047	-
MXRA8	1	1288068	1298921	-
MYADM	19	54368881	54379689	+
MYADML	2	33951127	33953284	-
MYADML2	17	79897520	79905109	-
MYB	6	135502445	135540310	+
MYBBP1A	17	4442190	4458681	-
MYBL1	8	67474409	67525453	-
MYBL2	20	42295658	42345136	+
MYBPC1	12	101988708	102079806	+
MYBPC2	19	50936148	50969578	+
MYBPC3	11	47352956	47374253	-
MYBPH	1	203136938	203144954	-
MYBPHL	1	109834986	109849633	-
MYC	8	128747679	128755197	+
MYCBP	1	39328161	39339050	-
MYCBP2	13	77618791	77901229	-
MYCBP2-AS1	13	77649648	77661911	+
MYCBPAP	17	48585799	48608862	+
MYCL	1	40361099	40367589	-
MYCN	2	16080671	16087125	+
MYCNOS	2	16076386	16082555	-
MYCNUT	2	16060520	16076140	+
MYCT1	6	153019029	153049317	+
MYD88	3	38180151	38184512	+
MYDGF	19	4657556	4670354	-
MYEF2	15	48426828	48470492	-
MYEOV	11	69061621	69064754	+
MYF5	12	81110690	81113449	+
MYF6	12	81101412	81103253	+
MYG1	12	53693478	53700961	+
MYH1	17	10395625	10421859	-
MYH10	17	8377522	8534079	-
MYH11	16	15796991	15950887	-
MYH13	17	10204181	10276323	-
MYH14	19	50706878	50813801	+
MYH15	3	108099214	108248169	-
MYH16	7	98870923	98895594	+
MYH2	17	10424464	10452975	-
MYH3	17	10531848	10560626	-
MYH4	17	10346607	10372876	-
MYH6	14	23851195	23877482	-
MYH7	14	23881948	23904869	-
MYH7B	20	33543670	33590240	+
MYH8	17	10293639	10325267	-
MYH9	22	36677325	36784012	-
MYHAS	17	10286448	10528857	+
MYL1	2	211154873	211179898	-
MYL10	7	101256609	101272576	-
MYL12A	18	3247479	3256235	+
MYL12B	18	3262130	3278459	+
MYL2	12	111348648	111358383	-
MYL3	3	46899361	46904934	-
MYL4	17	45286427	45301045	+
MYL5	4	668330	675817	+
MYL6	12	56552142	56555363	+
MYL6B	12	56546370	56551766	+
MYL7	7	44178462	44180931	-
MYL9	20	35169921	35179849	+
MYLIP	6	16129316	16148478	+
MYLK	3	123328895	123603179	-
MYLK-AS1	3	123304359	123349666	+
MYLK-AS2	3	123408490	123411254	+
MYLK2	20	30407158	30422487	+
MYLK3	16	46736193	46797158	-
MYLK4	6	2663870	2770610	-
MYLPF	16	30382254	30389312	+
MYMK	9	136379707	136390081	-
MYMX	6	44184662	44185971	+
MYNN	3	169491183	169507504	+
MYO10	5	16662015	16936397	-
MYO15A	17	18012069	18083114	+
MYO15B	17	73584138	73622927	+
MYO16	13	109248252	109860353	+
MYO16-AS1	13	109816252	109819651	-
MYO18A	17	27398140	27507416	-
MYO18B	22	26138154	26427011	+
MYO19	17	34851598	34891305	-
MYO1A	12	57422300	57444982	-
MYO1B	2	192110129	192290112	+
MYO1C	17	1367479	1395980	-
MYO1D	17	30819539	31204142	-
MYO1E	15	59424632	59665070	-
MYO1F	19	8585671	8642326	-
MYO1G	7	45002260	45018614	-
MYO1H	12	109826523	109886176	+
MYO3A	10	26223157	26501461	+
MYO3B	2	171034656	171511677	+
MYO3B-AS1	2	171197026	171207453	-
MYO5A	15	52599480	52821247	-
MYO5B	18	47349158	47721517	-
MYO5C	15	52484519	52588001	-
MYO6	6	76458955	76629254	+
MYO7A	11	76839291	76926286	+
MYO7B	2	128293377	128395303	+
MYO9A	15	72114631	72410491	-
MYO9B	19	17186586	17324095	+
MYOC	1	171604556	171621828	-
MYOCD	17	12569206	12672265	+
MYOCD-AS1	17	12575178	12609452	-
MYOCOS	1	171588902	171596028	+
MYOD1	11	17741117	17743683	+
MYOF	10	95066185	95242091	-
MYOG	1	203052256	203055140	-
MYOM1	18	3066804	3219966	-
MYOM2	8	1993160	2093380	+
MYOM3	1	24382530	24438625	-
MYOPARR	1	203052922	203057468	+
MYORG	9	34366663	34376896	-
MYOSLID	2	208104534	208110611	+
MYOSLID-AS1	2	208051413	208119040	-
MYOT	5	137203548	137223540	+
MYOZ1	10	75391369	75401232	-
MYOZ2	4	120056986	120108944	+
MYOZ3	5	150040402	150058930	+
MYPN	10	69865763	69971773	+
MYPOP	19	46393280	46405871	-
MYRF	11	61520107	61555990	+
MYRF-AS1	11	61521500	61525136	-
MYRFL	12	70219006	70352877	+
MYRIP	3	39850404	40301811	+
